,Bids,Asks
81,122.82993688417412,124.82993688417412
82,122.95095607401284,124.95095607401284
83,122.75027815273654,124.75027815273654
84,122.84670795769648,124.84670795769648
85,122.01850015831302,124.01850015831302
86,121.88633981119972,123.88633981119972
87,122.3021778995504,124.3021778995504
88,122.2095146997519,124.2095146997519
89,121.90401514073588,123.90401514073588
90,121.89962381636494,123.89962381636494
91,121.62188144089014,123.62188144089014
92,121.5878433171573,123.5878433171573
93,121.30498742738084,123.30498742738084
94,121.4473895218501,123.4473895218501
95,121.95510193242647,123.95510193242647
96,122.08098776851892,124.08098776851892
97,121.68529360958637,123.68529360958637
98,122.21171604555536,124.21171604555536
99,121.4475092940162,123.4475092940162
100,121.65011226102018,123.65011226102018
101,121.9733615178206,123.9733615178206
102,121.73948673787882,123.73948673787882
103,121.650645966984,123.650645966984
104,122.43997101026964,124.43997101026964
105,122.05774371535564,124.05774371535564
106,122.9214603011324,124.9214603011324
107,121.95818305048306,123.95818305048306
108,122.62011213911184,124.62011213911184
109,122.03594086989776,124.03594086989776
110,121.73752775593668,123.73752775593668
111,121.47820000149,123.47820000149
112,122.52697067419926,124.52697067419926
113,122.29252595784745,124.29252595784745
114,122.57862951562916,124.57862951562916
115,122.7096200209522,124.7096200209522
116,121.91927734541564,123.91927734541564
117,122.59155883487878,124.59155883487878
118,123.02742121548737,125.02742121548737
119,122.62930970421078,124.62930970421078
120,122.5872165385215,124.5872165385215
121,122.81495355514068,124.81495355514068
122,122.76056336481828,124.76056336481828
123,122.33794862585772,124.33794862585772
124,122.19963079739664,124.19963079739664
125,122.36818260307489,124.36818260307489
126,122.38196027578768,124.38196027578768
127,122.42942694624573,124.42942694624573
128,122.03457968057025,124.03457968057025
129,122.27650507272432,124.27650507272432
130,121.83620979760856,123.83620979760856
131,122.06408423670592,124.06408423670592
132,121.69392226050296,123.69392226050296
133,121.7602702077617,123.7602702077617
134,122.22524432719102,124.22524432719102
135,122.1102601085596,124.1102601085596
136,122.48060842034072,124.48060842034072
137,121.33066380797014,123.33066380797014
138,121.94818812726612,123.94818812726612
139,121.38666708098508,123.38666708098508
140,120.76224316035292,122.76224316035292
141,121.74447424369669,123.74447424369669
142,121.95106206962224,123.95106206962224
143,121.41851794351643,123.41851794351643
144,121.705485525582,123.705485525582
145,121.99021097813466,123.99021097813466
146,122.0127901275791,124.0127901275791
147,122.4185184969727,124.4185184969727
148,121.65160540237945,123.65160540237945
149,121.14520109613234,123.14520109613234
150,121.3226008024848,123.3226008024848
151,121.34405471808796,123.34405471808796
152,121.2888066446198,123.2888066446198
153,121.86117362732536,123.86117362732536
154,121.54238323621152,123.54238323621152
155,121.67636046263851,123.67636046263851
156,121.07816163796436,123.07816163796436
157,120.55744579867356,122.55744579867356
158,120.7299100574952,122.7299100574952
159,121.14559723256222,123.14559723256222
160,120.65189762167338,122.65189762167338
161,121.45768656522657,123.45768656522657
162,121.2221949658759,123.2221949658759
163,121.01267959922497,123.01267959922497
164,121.0130854322996,123.0130854322996
165,121.08511370597684,123.08511370597684
166,120.74985803490767,122.74985803490767
167,120.96762340147936,122.96762340147936
168,120.94226605373883,122.94226605373883
169,121.28709977335026,123.28709977335026
170,120.83504150811736,122.83504150811736
171,120.5433519511636,122.5433519511636
172,121.55634047022954,123.55634047022954
173,120.96896686528238,122.96896686528238
174,121.2033037969994,123.2033037969994
175,121.29120511957184,123.29120511957184
176,121.37336569428068,123.37336569428068
177,121.56932298799065,123.56932298799065
178,120.57315002794029,122.57315002794029
179,120.74383340222572,122.74383340222572
180,120.29149389265734,122.29149389265734
181,119.75648567075864,121.75648567075864
182,120.15342169283116,122.15342169283116
183,120.31391745997784,122.31391745997784
184,119.97575448223635,121.97575448223635
185,120.52999192139713,122.52999192139713
186,120.23563883237524,122.23563883237524
187,119.96003915564572,121.96003915564572
188,120.67122125405244,122.67122125405244
189,120.14344924631176,122.14344924631176
190,119.89710446746388,121.89710446746388
191,119.89239010915556,121.89239010915556
192,119.52636944348563,121.52636944348563
193,120.31610011388634,122.31610011388634
194,120.15712143813894,122.15712143813894
195,120.46758749557196,122.46758749557196
196,120.44699391007715,122.44699391007715
197,120.85602996591902,122.85602996591902
198,120.30410649401762,122.30410649401762
199,120.2617056714987,122.2617056714987
200,120.45039829294662,122.45039829294662
201,120.9291772402914,122.9291772402914
202,120.32271168169969,122.32271168169969
203,120.97176291362685,122.97176291362685
204,120.2503517355954,122.2503517355954
205,120.49762307288069,122.49762307288069
206,120.2900734392748,122.2900734392748
207,120.45827299207753,122.45827299207753
208,120.07546742443432,122.07546742443432
209,120.72798842371314,122.72798842371314
210,120.50725136832584,122.50725136832584
211,120.0435323029757,122.0435323029757
212,120.2868737334304,122.2868737334304
213,120.13819568889686,122.13819568889686
214,120.5369410934783,122.5369410934783
215,120.83960308578352,122.83960308578352
216,120.12983688811238,122.12983688811238
217,120.33014250746513,122.33014250746513
218,119.4713343117524,121.4713343117524
219,120.98923092995958,122.98923092995958
220,121.15417211177925,123.15417211177925
221,121.16279304685722,123.16279304685722
222,121.14434240380989,123.14434240380989
223,121.42041933271727,123.42041933271727
224,121.21075431674116,123.21075431674116
225,120.72818880125004,122.72818880125004
226,120.2731315878876,122.2731315878876
227,120.8731262007758,122.8731262007758
228,121.0848327363242,123.0848327363242
229,120.62619825036543,122.62619825036543
230,120.52295324075207,122.52295324075207
231,120.55469834114184,122.55469834114184
232,120.7146738559728,122.7146738559728
233,120.98137573408434,122.98137573408434
234,121.056572476068,123.056572476068
235,120.37759842189315,122.37759842189315
236,121.053247063068,123.053247063068
237,121.37839783070838,123.37839783070838
238,121.59306213170711,123.59306213170711
239,120.58305598345848,122.58305598345848
240,121.70773116829103,123.70773116829103
241,121.24671490002706,123.24671490002706
242,121.14039823617551,123.14039823617551
243,121.24314024794523,123.24314024794523
244,121.01179773140892,123.01179773140892
245,121.73673698926612,123.73673698926612
246,121.53198475281329,123.53198475281329
247,121.63431288034856,123.63431288034856
248,121.5310753609428,123.5310753609428
249,121.51670017662326,123.51670017662326
250,122.04779982155172,124.04779982155172
251,120.5736103749938,122.5736103749938
252,121.14223783794492,123.14223783794492
253,120.8913872435952,122.8913872435952
254,120.89226467917958,122.89226467917958
255,120.38774313748748,122.38774313748748
256,121.01864049089586,123.01864049089586
257,120.44817352709308,122.44817352709308
258,120.66429895854492,122.66429895854492
259,120.93381298230337,122.93381298230337
260,121.0020043757074,123.0020043757074
261,120.4093896187482,122.4093896187482
262,120.9212411486452,122.9212411486452
263,121.65281213724408,123.65281213724408
264,121.13311445065548,123.13311445065548
265,121.12905719062798,123.12905719062798
266,120.4303434330586,122.4303434330586
267,120.6413991866126,122.6413991866126
268,121.2357545643656,123.2357545643656
269,120.7084875928948,122.7084875928948
270,121.31911940111412,123.31911940111412
271,121.1963122571001,123.1963122571001
272,120.80586920228296,122.80586920228296
273,121.02795067755972,123.02795067755972
274,121.13129048858872,123.13129048858872
275,121.39818677913624,123.39818677913624
276,121.47662658592796,123.47662658592796
277,120.75321343975428,122.75321343975428
278,121.09697468092465,123.09697468092465
279,120.98100581455186,122.98100581455186
280,121.10524270978354,123.10524270978354
281,120.26074876476358,122.26074876476358
282,120.00539658817334,122.00539658817334
283,120.35352222529698,122.35352222529698
284,120.50836699903114,122.50836699903114
285,120.9924061485817,122.9924061485817
286,120.51070681076848,122.51070681076848
287,120.26492026613342,122.26492026613342
288,120.40610713507526,122.40610713507526
289,120.64920617008649,122.64920617008649
290,120.49755321563606,122.49755321563606
291,120.58704245406774,122.58704245406774
292,120.3143029091964,122.3143029091964
293,120.22451227625648,122.22451227625648
294,120.02970223278656,122.02970223278656
295,119.84163526184972,121.84163526184972
296,120.67468609278886,122.67468609278886
297,120.27107607663368,122.27107607663368
298,120.43574266477432,122.43574266477432
299,120.7734433311865,122.7734433311865
300,121.4139182252934,123.4139182252934
301,120.79013236944613,122.79013236944613
302,121.51472779054735,123.51472779054735
303,121.12137708211203,123.12137708211203
304,120.43039135850672,122.43039135850672
305,120.65832269073898,122.65832269073898
306,120.30110033362844,122.30110033362844
307,121.27166143861164,123.27166143861164
308,121.42805221727804,123.42805221727804
309,120.24729643825316,122.24729643825316
310,120.99008356458448,122.99008356458448
311,120.8281252541093,122.8281252541093
312,121.06438151110858,123.06438151110858
313,121.175418338315,123.175418338315
314,121.24097878934693,123.24097878934693
315,121.09475102391085,123.09475102391085
316,121.3360490081561,123.3360490081561
317,121.11596054549588,123.11596054549588
318,121.41611717869549,123.41611717869549
319,121.56113059303804,123.56113059303804
320,120.35442474310004,122.35442474310004
321,121.32846689618036,123.32846689618036
322,121.40444874041256,123.40444874041256
323,121.37280824528986,123.37280824528986
324,122.07081637288488,124.07081637288488
325,121.74569471901292,123.74569471901292
326,122.08665169569694,124.08665169569694
327,122.16089892944784,124.16089892944784
328,121.7276853469214,123.7276853469214
329,123.14691819484833,125.14691819484833
330,121.88945921414988,123.88945921414988
331,122.1493289994488,124.1493289994488
332,122.539758597264,124.539758597264
333,122.30334810242913,124.30334810242913
334,121.91780417836137,123.91780417836137
335,122.9009011082575,124.9009011082575
336,122.91933660637612,124.91933660637612
337,123.21474520215764,125.21474520215764
338,123.22976221637391,125.22976221637391
339,123.11960263797012,125.11960263797012
340,122.8655816192277,124.8655816192277
341,123.26817911253728,125.26817911253728
342,123.17972144932028,125.17972144932028
343,123.10201150974748,125.10201150974748
344,122.7829732762933,124.7829732762933
345,121.88070392705724,123.88070392705724
346,122.72604091118517,124.72604091118517
347,122.63589777203664,124.63589777203664
348,122.40697534700152,124.40697534700152
349,122.50987396324932,124.50987396324932
350,122.80272203874,124.80272203874
351,121.99330330843893,123.99330330843893
352,122.49601813331168,124.49601813331168
353,122.24070680227663,124.24070680227663
354,122.3449029266688,124.3449029266688
355,122.33040417871624,124.33040417871624
356,122.2914361801525,124.2914361801525
357,122.33037347663964,124.33037347663964
358,122.5090231425124,124.5090231425124
359,122.5588850800566,124.5588850800566
360,123.65600547212932,125.65600547212932
361,122.73094070886256,124.73094070886256
362,122.59377016548716,124.59377016548716
363,122.26012060579735,124.26012060579735
364,122.1047170258227,124.1047170258227
365,122.65986768999169,124.65986768999169
366,122.72981742107636,124.72981742107636
367,122.91619045846336,124.91619045846336
368,121.81175817121805,123.81175817121805
369,122.44673385855414,124.44673385855414
370,122.47235806355484,124.47235806355484
371,122.46453703598986,124.46453703598986
372,122.64347562593126,124.64347562593126
373,123.482387617648,125.482387617648
374,122.92785329677812,124.92785329677812
375,123.33501108808343,125.33501108808343
376,123.78182918379652,125.78182918379652
377,123.53560587215782,125.53560587215782
378,123.69685688889012,125.69685688889012
379,123.459102947865,125.459102947865
380,123.4254732036792,125.4254732036792
381,123.05757683266982,125.05757683266982
382,122.72722680828971,124.72722680828971
383,123.42104834499176,125.42104834499176
384,123.60021443544998,125.60021443544998
385,122.67989733861133,124.67989733861133
386,122.74193397205173,124.74193397205173
387,122.95309122174794,124.95309122174794
388,122.7479625673976,124.7479625673976
389,122.9811234241732,124.9811234241732
390,122.89807619739936,124.89807619739936
391,123.29215366448376,125.29215366448376
392,122.53490302121972,124.53490302121972
393,122.49167527033406,124.49167527033406
394,122.87875724127224,124.87875724127224
395,123.08287770009342,125.08287770009342
396,123.22824676195988,125.22824676195988
397,123.2342700348716,125.2342700348716
398,123.254934399029,125.254934399029
399,122.8185643651105,124.8185643651105
400,123.41642456509857,125.41642456509857
401,123.14338278976965,125.14338278976965
402,122.68257531780168,124.68257531780168
403,123.41136205920483,125.41136205920483
404,123.35562341446492,125.35562341446492
405,123.6916192971897,125.6916192971897
406,123.68084866509498,125.68084866509498
407,123.37489836016776,125.37489836016776
408,123.6356481467732,125.6356481467732
409,123.0921826337236,125.0921826337236
410,123.50105804332216,125.50105804332216
411,124.15717372161626,126.15717372161626
412,124.16340876856992,126.16340876856992
413,124.11003819771312,126.11003819771312
414,124.06030466816668,126.06030466816668
415,125.05095016871168,127.05095016871168
416,124.31158542990865,126.31158542990865
417,124.32753193589872,126.32753193589872
418,125.14349832921404,127.14349832921404
419,123.8261578373245,125.8261578373245
420,124.87963816742206,126.87963816742206
421,124.12517843523402,126.12517843523402
422,124.295848471637,126.295848471637
423,124.09402174654814,126.09402174654814
424,124.55253423908408,126.55253423908408
425,124.39383936212556,126.39383936212556
426,124.55693206620845,126.55693206620845
427,123.93302890741388,125.93302890741388
428,123.82576467321144,125.82576467321144
429,123.83674588564222,125.83674588564222
430,123.20575989858966,125.20575989858966
431,124.14543909166149,126.14543909166149
432,123.5133162041266,125.5133162041266
433,123.772231713365,125.772231713365
434,123.55294663536569,125.55294663536569
435,123.85155165841422,125.85155165841422
436,123.13414314136008,125.13414314136008
437,123.38609839050476,125.38609839050476
438,123.3314030525035,125.3314030525035
439,122.53033390150084,124.53033390150084
440,123.12088315500478,125.12088315500478
441,123.37862830603244,125.37862830603244
442,123.49175749799056,125.49175749799056
443,123.34267452305346,125.34267452305346
444,123.68890494409004,125.68890494409004
445,123.1929682988492,125.1929682988492
446,122.9129871398422,124.9129871398422
447,123.52672481095692,125.52672481095692
448,122.76361179449506,124.76361179449506
449,123.06996939502714,125.06996939502714
450,123.24527695301826,125.24527695301826
451,123.76650384268248,125.76650384268248
452,123.0277574240458,125.0277574240458
453,123.66700485939651,125.66700485939651
454,123.38284693288172,125.38284693288172
455,123.62558017379554,125.62558017379554
456,123.77294255189982,125.77294255189982
457,124.42862694722928,126.42862694722928
458,124.11929622375074,126.11929622375074
459,124.23425173418464,126.23425173418464
460,123.6005659691139,125.6005659691139
461,123.43025924834164,125.43025924834164
462,123.51188520457838,125.51188520457838
463,124.03570550027553,126.03570550027553
464,124.60316240697875,126.60316240697875
465,124.87278554217822,126.87278554217822
466,124.69407232657584,126.69407232657584
467,123.88445610774484,125.88445610774484
468,124.71296871919196,126.71296871919196
469,124.88704804106712,126.88704804106712
470,124.87522533283578,126.87522533283578
471,124.6285288773514,126.6285288773514
472,124.424383902781,126.424383902781
473,124.58941835294384,126.58941835294384
474,123.93641808070964,125.93641808070964
475,124.00076671701888,126.00076671701888
476,123.73314612643952,125.73314612643952
477,123.72948662492313,125.72948662492313
478,123.9191000574586,125.9191000574586
479,124.14136646586743,126.14136646586743
480,124.16772741590356,126.16772741590356
481,124.14761616364804,126.14761616364804
482,124.34569122581908,126.34569122581908
483,124.27630471275371,126.27630471275371
484,124.1690277443724,126.1690277443724
485,124.3325040926752,126.3325040926752
486,123.59946750791887,125.59946750791887
487,124.297944941823,126.297944941823
488,123.69313710101592,125.69313710101592
489,123.71276200490396,125.71276200490396
490,123.43146550815791,125.43146550815791
491,123.56628177608316,125.56628177608316
492,123.70410829842996,125.70410829842996
493,123.4671071673243,125.4671071673243
494,123.72369409904968,125.72369409904968
495,123.64920342477023,125.64920342477023
496,124.78872009583232,126.78872009583232
497,123.74962400404183,125.74962400404183
498,123.9435155516959,125.9435155516959
499,123.28816112849636,125.28816112849636
500,123.7261156795065,125.7261156795065
501,124.2220699086824,126.2220699086824
502,123.96939772034904,125.96939772034904
503,123.88950826353523,125.88950826353523
504,123.8142431084886,125.8142431084886
505,123.52388837196708,125.52388837196708
506,123.83334671944496,125.83334671944496
507,123.33242079472416,125.33242079472416
508,123.73140240925365,125.73140240925365
509,123.39777062255864,125.39777062255864
510,123.58320028671808,125.58320028671808
511,123.40886467167178,125.40886467167178
512,122.99388366536596,124.99388366536596
513,122.96019470210162,124.96019470210162
514,123.84591842966852,125.84591842966852
515,123.20742293289324,125.20742293289324
516,123.29407570900972,125.29407570900972
517,123.44058358808373,125.44058358808373
518,122.99980084462032,124.99980084462032
519,124.1100686856728,126.1100686856728
520,123.11675743768193,125.11675743768193
521,122.93149725115168,124.93149725115168
522,123.0527627641151,125.0527627641151
523,123.1615394069774,125.1615394069774
524,123.21272397820243,125.21272397820243
525,123.45733489972028,125.45733489972028
526,123.18294560137376,125.18294560137376
527,123.0765492446445,125.0765492446445
528,123.11799272558116,125.11799272558116
529,122.67993324088236,124.67993324088236
530,122.54458421271684,124.54458421271684
531,123.2569850925016,125.2569850925016
532,123.05046071842544,125.05046071842544
533,123.06324706519904,125.06324706519904
534,123.06184722090336,125.06184722090336
535,122.970726164984,124.970726164984
536,122.74997642442172,124.74997642442172
537,123.1463587863685,125.1463587863685
538,123.04870689062592,125.04870689062592
539,122.94979628374747,124.94979628374747
540,122.48632389294777,124.48632389294777
541,122.60208152551952,124.60208152551952
542,122.5716496058624,124.5716496058624
543,122.51530346903546,124.51530346903546
544,123.6697720515762,125.6697720515762
545,123.42508472042252,125.42508472042252
546,123.3338625097212,125.3338625097212
547,123.754304657538,125.754304657538
548,123.35551676753626,125.35551676753626
549,123.26222229034916,125.26222229034916
550,123.15589554132768,125.15589554132768
551,123.56162039100684,125.56162039100684
552,123.3511521689774,125.3511521689774
553,123.23397195571674,125.23397195571674
554,123.42009825083989,125.42009825083989
555,123.2863940900705,125.2863940900705
556,123.5159087513224,125.5159087513224
557,122.90158142029392,124.90158142029392
558,123.08781429411098,125.08781429411098
559,123.0878850113083,125.0878850113083
560,123.16632818789718,125.16632818789718
561,122.83587096485353,124.83587096485353
562,123.15652800763915,125.15652800763915
563,123.7980987734708,125.7980987734708
564,123.5656792538906,125.5656792538906
565,123.70790410786978,125.70790410786978
566,123.69768679411092,125.69768679411092
567,124.03679768488568,126.03679768488568
568,123.86021228587968,125.86021228587968
569,123.6669700761349,125.6669700761349
570,123.76404021450062,125.76404021450062
571,123.40418237485454,125.40418237485454
572,123.49641030450684,125.49641030450684
573,123.93521391354516,125.93521391354516
574,124.12888950525598,126.12888950525598
575,124.26404971431089,126.26404971431089
576,124.46922053550853,126.46922053550853
577,124.60249030087996,126.60249030087996
578,124.23187463174295,126.23187463174295
579,124.27448194702498,126.27448194702498
580,124.78181583055206,126.78181583055206
581,125.74226782475152,127.74226782475152
582,125.06057403552772,127.06057403552772
583,124.68865526406978,126.68865526406978
584,124.59738299121696,126.59738299121696
585,124.24687265614772,126.24687265614772
586,124.7986376054294,126.7986376054294
587,123.9912418094842,125.9912418094842
588,123.9907032665766,125.9907032665766
589,124.18267379423638,126.18267379423638
590,124.2465563282185,126.2465563282185
591,124.77031944852985,126.77031944852985
592,124.35912594855472,126.35912594855472
593,124.43558649378222,126.43558649378222
594,124.2673035043546,126.2673035043546
595,124.29044638743532,126.29044638743532
596,123.68055725811438,125.68055725811438
597,124.12862038735466,126.12862038735466
598,123.9387861429685,125.9387861429685
599,123.38250141165013,125.38250141165013
600,123.99776758322042,125.99776758322042
601,124.25736290056034,126.25736290056034
602,124.00953769199856,126.00953769199856
603,123.3160718790326,125.3160718790326
604,124.18790563458283,126.18790563458283
605,124.32654587192752,126.32654587192752
606,123.61570767579698,125.61570767579698
607,123.66787977905612,125.66787977905612
608,123.37155811631354,125.37155811631354
609,123.08856755117722,125.08856755117722
610,124.28846838046144,126.28846838046144
611,124.2841033054596,126.2841033054596
612,123.3712804814938,125.3712804814938
613,123.57303093363596,125.57303093363596
614,123.4574280915403,125.4574280915403
615,123.65328103395385,125.65328103395385
616,123.0614787524642,125.0614787524642
617,123.17213277462182,125.17213277462182
618,122.8304390929346,124.8304390929346
619,123.01553522455865,125.01553522455865
620,123.00503640072282,125.00503640072282
621,123.0682245730366,125.0682245730366
622,122.92725613074626,124.92725613074626
623,123.60072676128426,125.60072676128426
624,123.4365336265974,125.4365336265974
625,123.66540932073951,125.66540932073951
626,123.60151882694676,125.60151882694676
627,123.3380940231221,125.3380940231221
628,123.18748561259,125.18748561259
629,123.08874451806123,125.08874451806123
630,122.9855917204958,124.9855917204958
631,121.95444659752457,123.95444659752457
632,122.7244631464031,124.7244631464031
633,122.57151140769744,124.57151140769744
634,122.6629555488541,124.6629555488541
635,122.49929075303584,124.49929075303584
636,122.1922735063344,124.1922735063344
637,122.36061765172424,124.36061765172424
638,122.1060386259362,124.1060386259362
639,121.9789821600692,123.9789821600692
640,121.12220768050264,123.12220768050264
641,121.87596907400956,123.87596907400956
642,121.9007125728482,123.9007125728482
643,121.57552399775015,123.57552399775015
644,121.74673119529854,123.74673119529854
645,121.52072779512972,123.52072779512972
646,121.80632182821124,123.80632182821124
647,121.96037037648028,123.96037037648028
648,122.19299040144809,124.19299040144809
649,121.93128634077983,123.93128634077983
650,122.27939502753092,124.27939502753092
651,121.82562599117018,123.82562599117018
652,122.31079034167028,124.31079034167028
653,122.2194408046267,124.2194408046267
654,121.90439380179868,123.90439380179868
655,121.65900609723552,123.65900609723552
656,122.15073815397892,124.15073815397892
657,122.2019800116981,124.2019800116981
658,121.51080566485254,123.51080566485254
659,122.05285403756712,124.05285403756712
660,121.74807974351538,123.74807974351538
661,121.90668521423922,123.90668521423922
662,121.94581710870548,123.94581710870548
663,121.99092418802978,123.99092418802978
664,121.23609425490142,123.23609425490142
665,121.51153105944113,123.51153105944113
666,121.60722927523815,123.60722927523815
667,121.55576975071452,123.55576975071452
668,122.1106919653928,124.1106919653928
669,120.93195689493014,122.93195689493014
670,121.67435512855543,123.67435512855543
671,121.49256646784043,123.49256646784043
672,121.67523867065697,123.67523867065697
673,121.75318583355546,123.75318583355546
674,121.60980633490452,123.60980633490452
675,121.4524653794361,123.4524653794361
676,121.69053637602065,123.69053637602065
677,121.47087762862716,123.47087762862716
678,121.6176601824819,123.6176601824819
679,121.7460924974896,123.7460924974896
680,121.3347193665512,123.3347193665512
681,121.40091177536772,123.40091177536772
682,121.7390164126116,123.7390164126116
683,121.44095144934768,123.44095144934768
684,122.01788869565246,124.01788869565246
685,121.72914532895568,123.72914532895568
686,121.1189474254068,123.1189474254068
687,120.97886723174108,122.97886723174108
688,121.7107099279846,123.7107099279846
689,121.8977976870438,123.8977976870438
690,121.71072217637092,123.71072217637092
691,121.60686954854668,123.60686954854668
692,121.35173964405948,123.35173964405948
693,121.1633888423918,123.1633888423918
694,121.47027149782808,123.47027149782808
695,121.30096989985282,123.30096989985282
696,121.32798229740968,123.32798229740968
697,121.37082051950624,123.37082051950624
698,121.33143906774804,123.33143906774804
699,122.16172720399398,124.16172720399398
700,121.77960409125988,123.77960409125988
701,121.9686578866443,123.9686578866443
702,122.55297226813208,124.55297226813208
703,122.0734880228946,124.0734880228946
704,121.4235093981099,123.4235093981099
705,122.1141364107138,124.1141364107138
706,122.38921728198518,124.38921728198518
707,122.18752630849474,124.18752630849474
708,121.6861023076931,123.6861023076931
709,122.17946258980382,124.17946258980382
710,121.96860501129912,123.96860501129912
711,121.91907001458318,123.91907001458318
712,121.30308521716016,123.30308521716016
713,122.03926385768482,124.03926385768482
714,121.79337096217702,123.79337096217702
715,121.36864080710052,123.36864080710052
716,121.72650162774342,123.72650162774342
717,121.75308152284369,123.75308152284369
718,121.732266192793,123.732266192793
719,121.71713891771108,123.71713891771108
720,121.67796987688884,123.67796987688884
721,121.5839796828922,123.5839796828922
722,120.83753661435983,122.83753661435983
723,121.70183723893732,123.70183723893732
724,121.58432932317332,123.58432932317332
725,120.9624521983534,122.9624521983534
726,121.55232314127346,123.55232314127346
727,121.93688548740128,123.93688548740128
728,121.43681717017216,123.43681717017216
729,121.18513479716854,123.18513479716854
730,120.96381095707989,122.96381095707989
731,120.72082014969628,122.72082014969628
732,121.08586176598384,123.08586176598384
733,120.5634156019276,122.5634156019276
734,120.59375737223948,122.59375737223948
735,120.79306540302562,122.79306540302562
736,119.63260758396102,121.63260758396102
737,120.7926498778044,122.7926498778044
738,121.2133282352787,123.2133282352787
739,121.13309123766012,123.13309123766012
740,120.9453970858491,122.9453970858491
741,120.995575608768,122.995575608768
742,121.29904656727643,123.29904656727643
743,121.06905553865371,123.06905553865371
744,120.21839317290282,122.21839317290282
745,121.31648096196234,123.31648096196234
746,120.8934210367663,122.8934210367663
747,121.18225530606604,123.18225530606604
748,121.33493626229073,123.33493626229073
749,120.75126652854628,122.75126652854628
750,120.87028984058236,122.87028984058236
751,121.26789509744442,123.26789509744442
752,121.53984485150885,123.53984485150885
753,121.3812680095142,123.3812680095142
754,121.3567992557444,123.3567992557444
755,121.42140978959358,123.42140978959358
756,121.91779258711448,123.91779258711448
757,120.64155691993166,122.64155691993166
758,121.23662243954622,123.23662243954622
759,121.5147590892862,123.5147590892862
760,121.34115479449788,123.34115479449788
761,121.29301977817676,123.29301977817676
762,121.4819494460869,123.4819494460869
763,120.3792868739528,122.3792868739528
764,121.51957386776266,123.51957386776266
765,121.0044517375843,123.0044517375843
766,121.502494697728,123.502494697728
767,121.7074381633996,123.7074381633996
768,121.76178748379988,123.76178748379988
769,122.0370096471025,124.0370096471025
770,121.93689259124343,123.93689259124343
771,122.25319289976234,124.25319289976234
772,121.9210773664131,123.9210773664131
773,121.92418480399328,123.92418480399328
774,122.3313776292264,124.3313776292264
775,121.77002233178315,123.77002233178315
776,122.3940654076413,124.3940654076413
777,121.99391056425657,123.99391056425657
778,121.9231061381278,123.9231061381278
